,reward,actor_loss,critic_loss,kappas
0,1.2841860229893687,-345.4457725100219,6.748494998784736,0.0
1,38.87301429548135,-929.2052125930786,2.0700048385187984,0.5
2,35.4004594057624,-931.073814034462,4.781525946222246,3.0
3,24.875743813355367,-938.5379513502121,2.951114900643006,4.0
4,23.755131117416408,-1007.9886798858643,2.242606886429712,0.75
5,21.0372883603393,-1009.6900072097778,2.5099669524934143,0.5
6,43.06350940854882,-1012.8046149015427,2.150000137859024,1.0
7,14.57698547379088,-976.750674366951,2.0206602013204247,2.0
8,34.60495871820014,-871.7064411640167,2.5505678860936314,1.0
9,30.911313209910453,-906.0408866405487,2.629394097486511,1.0
10,26.182157394877308,-987.0334944725037,1.9297707157675177,0.5
11,23.729305455955746,-989.6072807312012,1.682258652872406,1.0
12,27.803514873696404,-910.9630497694016,2.047016667202115,3.0
13,9.386277411763233,-959.6421058177948,1.8222320537315682,0.25
14,14.7257561252387,-952.0481692552567,1.6470632879063487,1.0
15,19.396523108636746,-1001.1817051172256,1.4325743720401078,0.5
16,35.48712704101213,-1077.4192029237747,1.5224976382451132,0.5
17,29.660319806177874,-986.8996056318283,1.8287581311305985,1.0
18,27.91363316256509,-923.4389035701752,2.2279881295980886,3.0
19,33.432347346589495,-940.3601667881012,2.798559788032435,1.0
20,18.94905496574158,-966.3091651201248,2.3593034852528945,4.0
21,26.89888909229018,-977.6618648767471,1.8224363586632535,1.0
22,40.74243340294141,-946.9301724433899,2.0748692374909297,1.0
23,42.02248867449428,-888.3119057416916,2.270915627363138,0.5
24,48.231468752872594,-899.6756457090378,2.3864873957354575,1.0
25,20.721811369144042,-900.6764780282974,2.0885811327025294,0.5
26,16.59573915877859,-880.9278621673584,1.8003713617799804,1.0
27,26.731006365572977,-888.0908015966415,1.5279292527702637,1.0
28,23.642418007930786,-898.5082329511642,1.7990443436428905,0.5
29,31.2357843744814,-901.8129032850266,2.095493479282595,0.5
30,22.438943982718545,-903.9391738176346,1.770382702932693,1.0
31,42.30975985104066,-907.020457983017,1.962036169716157,0.5
32,14.169406356520092,-904.2507997751236,1.9776566363871098,3.0
33,49.9103623212456,-892.5692641735077,2.007279913756065,0.5
34,43.413090247281616,-919.8509087562561,2.409783364739269,1.0
35,24.621753778455272,-944.6375405788422,2.3682088300120085,1.0
36,29.71377841520609,-1002.0819886922836,1.9492407456273213,1.0
37,34.48614126722963,-972.9857004880905,1.6741517398040742,1.0
38,60.30106573584393,-906.6780166625977,2.2155958248768,0.5
39,55.663447004693765,-914.828280210495,2.5445953470189124,3.0
40,18.04796368351658,-918.6252468824387,2.7497064396739006,0.5
41,33.87465533464591,-923.24944627285,1.713048242381774,1.0
42,41.58104391061713,-907.505094408989,1.7941633420996368,0.5
43,46.45824477853281,-925.7064845561981,2.2754461595322937,0.5
44,11.33295964197013,-955.7652750015259,2.676406701328233,0.5
45,12.061985019857307,-992.9307086467743,2.3198435329832137,3.0
46,43.08028872264914,-1000.2516503334045,2.4068072682712227,1.0
47,33.26401665261541,-983.951005935669,2.8656608290039003,0.5
48,44.65184852766268,-965.0331488847733,2.22149568668101,0.5
49,24.33573109034819,-903.9645888805389,2.487665394321084,0.5
50,23.339506428350727,-927.8200875520706,2.2924172279890627,3.0
51,26.51295066377174,-914.2235572338104,1.8728866883320734,1.0
52,28.08775656737646,-885.2496138811111,2.108780773705803,1.0
53,41.89659347881653,-932.9827917814255,1.792398747173138,0.5
54,21.75639707959196,-991.1423426866531,1.6861888570711017,0.5
55,30.885367759869148,-1053.5795335769653,1.6229999455390498,3.0
56,9.869188865405734,-1036.9536383152008,1.3101525920792483,0.5
57,26.35787683887083,-1000.2853655815125,1.260980598279275,0.5
58,32.92465350845638,-965.7617214918137,1.6254889412084594,0.5
59,22.420806807282997,-926.9323364496231,1.8018243921687827,3.0
60,21.601253603984837,-1048.2277616262436,1.5291208976996131,1.0
61,26.87774678700815,-1115.647778749466,1.4171457309275866,0.5
62,38.391300111217426,-994.1546597480774,1.9695618745754473,1.0
63,27.060320743722546,-892.0132166147232,2.1767923629377037,3.0
64,24.527871589109296,-947.7595685720444,1.8817505355691537,3.0
65,21.577301471135915,-1062.906149983406,1.6301515587838367,1.0
66,37.77046406023107,-1057.4909436702728,1.373032109811902,1.0
67,26.835441682984918,-940.4654800891876,1.9606236582621932,3.0
68,40.5150220832391,-887.2996450662613,2.332966785063036,3.0
69,25.209661626914937,-895.528559923172,2.1760701664024964,3.0
70,35.94192410334208,-944.4702129364014,1.9263371591223404,0.5
71,32.16332562843444,-995.3965049982071,2.070080380188301,3.0
72,34.20090924043084,-952.8357607126236,2.1504122724290937,0.5
73,14.653066715329993,-941.7566145658493,1.7916815431090072,0.5
74,28.502425618078842,-1029.4232877492905,1.5625311839976348,0.5
75,39.01067499418022,-921.1338838338852,1.6825861545512453,1.0
76,25.152566909465314,-1030.4752920866013,1.5009663192322478,1.0
77,43.941266140361165,-1033.825578212738,1.3437278153724037,0.5
78,19.75487076491674,-1085.1465235948563,1.3814672185690142,1.0
