,reward,actor_loss,critic_loss,dep_proportion,dep_threshold
0,74.3291476555193,-80.4821286983788,4.451198507566005,0.986,0.33533355593681335
1,51.07683230766449,-77.60430084168911,3.677994200028479,1.0,0.5255553722381592
2,56.633930195655864,-70.77072264254093,3.320505552459508,1.0,0.39888930320739746
3,18.70850401958776,-65.46209668368101,3.0654529738239944,1.0,0.5495550036430359
4,47.52857690468742,-60.05783061683178,3.3409256720915437,0.998,0.4684436023235321
5,54.27668983885857,-57.600724034011364,3.192268940852955,1.0,0.4953329265117645
6,17.547671747128476,-53.64316815137863,3.2550680162385106,1.0,0.498666912317276
7,66.36274712100115,-51.15180578827858,3.2507343203760684,1.0,0.627776563167572
8,51.01887089878429,-52.223659075796604,3.184211734449491,1.0,0.5033329725265503
9,36.3563791487322,-50.83886615931988,3.149311297107488,0.928,0.4031117260456085
10,65.00455102402208,-50.265340358018875,3.2226479535456747,0.942,0.4659988582134247
11,38.13877286680596,-50.538158655166626,3.217021286021918,0.906,0.45266616344451904
12,51.13570946924056,-50.68595951795578,3.4074642611667514,0.96,0.6299980282783508
13,61.35740555878078,-50.12844803184271,3.3741425385233015,0.942,0.5702214241027832
14,51.41286533804596,-49.862624406814575,3.3428942237515002,0.932,0.45599979162216187
15,54.83378107078919,-49.74644309282303,3.307215868262574,0.92,0.41311126947402954
16,50.14075170614392,-50.87733443826437,3.147670806851238,0.898,0.5304439663887024
17,39.6261262678731,-50.148539923131466,3.1148089130874723,0.918,0.4602217674255371
18,58.91150057160045,-49.701159693300724,3.1341249959077686,0.934,0.35533446073532104
19,57.78629498210647,-50.44850240647793,3.1641527418978512,0.958,0.23400068283081055
20,52.055193948155754,-49.51022671163082,3.050864893011749,0.904,0.34800052642822266
21,35.30504354353966,-48.68778635561466,3.007055288879201,0.912,0.35400068759918213
22,41.11578530776034,-48.51267120242119,3.0332339231390506,0.926,0.2984445095062256
23,22.770285018790062,-46.92405652999878,3.0496011320501566,0.89,0.6111093163490295
24,62.59679562023884,-47.638981997966766,3.045622295467183,0.95,0.7219971418380737
25,34.4271005440474,-48.468593172729015,3.0316672562621534,0.952,0.6348878741264343
26,61.74192390218373,-48.34966342151165,2.9819342822302133,0.96,0.6315536499023438
27,97.6157502133629,-50.23469313234091,3.018096224637702,0.976,0.6557762026786804
28,31.928606858268484,-50.42704174667597,3.0948565376456827,0.934,0.6208880543708801
29,72.08912368446794,-50.968003913760185,3.2245404322165996,0.916,0.708220362663269
30,33.884967513042156,-51.1364516094327,3.121415758272633,0.912,0.699553370475769
31,25.1712773445269,-50.491553887724876,3.111830163747072,0.866,0.7095538973808289
32,53.54789010866183,-49.04940528422594,3.0289985958952457,0.96,0.5355554819107056
33,57.85972068258259,-49.60606591403484,2.980715468758717,0.986,0.6771088242530823
34,37.050075733865015,-49.9578420817852,2.982928945682943,0.986,0.5722213387489319
35,42.2820812017737,-48.619733192026615,2.967895405367017,0.9,0.6562198400497437
36,52.80626361480404,-48.32677637785673,2.917790750041604,0.972,0.49066755175590515
37,51.768331249439406,-49.56756176799536,2.921093829907477,0.956,0.6246656775474548
38,48.41886943287949,-49.66522481292486,2.9276514654047787,0.972,0.609776496887207
39,61.84004631620793,-48.39483816921711,2.8231408840510994,0.942,0.5244445204734802
40,49.09997382336101,-49.0578234270215,2.9217926010023803,0.96,0.5571109056472778
41,48.24721197018071,-48.586241975426674,2.8938922830857337,0.944,0.6524419784545898
42,50.371004143714735,-49.42903067916632,2.8900158929172903,0.96,0.6666654348373413
43,44.08651838680393,-50.36761372536421,2.886452536797151,0.948,0.6568862795829773
44,55.068948364229875,-50.430625550448895,2.781308076577261,0.92,0.5142233371734619
45,27.375982560582433,-50.776016026735306,2.790149424225092,0.95,0.5933325886726379
46,49.599401590754994,-50.11324864625931,2.828698590863496,0.94,0.6793310046195984
47,78.93096814671954,-49.86291553080082,2.82054251129739,0.988,0.7793301939964294
48,37.354114916153264,-48.54552299529314,2.7535942792892456,0.95,0.5951103568077087
49,65.77029962636894,-48.45795043557882,2.705309026641771,0.976,0.44133394956588745
50,32.402564232297536,-48.39860808104277,2.6968198427930474,0.97,0.6388874053955078
51,51.40121480507279,-49.67547990381718,2.711391104152426,0.918,0.533109724521637
52,53.87541343955226,-50.29864380508661,2.6418676008470356,0.954,0.5031111836433411
53,36.80541054186794,-49.44268447160721,2.6629972103983164,0.912,0.43577882647514343
54,41.93632705696428,-48.37981201708317,2.6638634700793773,0.91,0.5559988617897034
55,29.84992117246364,-48.431052915751934,2.7468923162668943,0.92,0.6799979209899902
56,49.09616535074984,-48.36771336942911,2.7789433379657567,0.984,0.7968848347663879
57,51.086981040222334,-48.670452773571014,2.8041071996558458,0.986,0.7531079053878784
58,44.98563931982905,-48.217105217278004,2.891345855779946,0.936,0.715330183506012
59,16.81432526670471,-47.11150769889355,2.7913199712056667,0.95,0.6353327035903931
60,65.86190829712059,-46.401130095124245,2.8523790172766894,0.924,0.6117760539054871
61,10.565982869657388,-45.92177068442106,2.886934834998101,0.814,0.6186659932136536
62,40.31341092167668,-44.76631025969982,2.959537123097107,0.928,0.7057743668556213
63,31.104667723854337,-43.721110470592976,2.913043291075155,0.964,0.7504420280456543
64,56.65337179087607,-43.58053571730852,2.899763382039964,0.974,0.6935529708862305
65,46.70675521142484,-44.06942576169968,2.9773051340598613,0.982,0.5871096253395081
66,51.237131929001514,-45.06645018607378,2.9881828378420323,0.978,0.723330557346344
67,64.30231490314257,-44.10440148413181,2.865372360451147,0.984,0.7473301887512207
68,38.228373250210005,-44.345903754234314,2.7858244734816253,0.962,0.7408851385116577
69,47.63972703607769,-43.57476285845041,2.8031994129996747,0.928,0.7197747826576233
70,46.17358915271484,-43.26392936706543,2.7781449172180146,0.952,0.7513293027877808
71,59.307629003537045,-44.73494428396225,2.8340882149059325,0.948,0.724886417388916
72,52.58747794121368,-44.31412035226822,2.823259432800114,0.96,0.7442192435264587
73,36.7996961428332,-43.03257153183222,2.723647606326267,0.882,0.7564422488212585
74,42.97625797125543,-43.66139308363199,2.675742850638926,0.884,0.7597737312316895
75,46.98610413915063,-43.8674897775054,2.6715688998810947,0.982,0.7657750248908997
76,51.069999377435984,-44.934630788862705,2.745116636622697,0.936,0.7277747988700867
77,37.700780023440714,-44.48876864463091,2.680527063086629,0.958,0.5826658010482788
78,45.589683375724164,-44.63012157380581,2.6817270249594003,0.956,0.5451096296310425
79,48.97124653955117,-44.77497613430023,2.6674148910678923,0.94,0.6022202968597412
80,39.82607612114532,-45.621751844882965,2.5124943144619465,0.938,0.6788868308067322
81,47.72711486370655,-45.87190995365381,2.432821489404887,0.89,0.5388889908790588
82,48.060014881173814,-46.826220996677876,2.431595672154799,0.91,0.6399980187416077
83,51.15903784304202,-47.608326733112335,2.414265298983082,0.934,0.3713335692882538
84,47.61108988692707,-47.65839794278145,2.4076174134388566,0.952,0.3204449415206909
85,50.707757771033,-47.544929422438145,2.379027110291645,0.962,0.34244537353515625
86,39.82241672507522,-47.86880427598953,2.4041759301908314,0.976,0.43111124634742737
87,43.831409542750606,-46.38918708264828,2.393253543181345,0.884,0.5864425301551819
88,72.6928315987413,-46.46298972517252,2.4480587881989777,0.966,0.5577769875526428
89,51.31029758259633,-48.5496945604682,2.5951192351058125,0.98,0.5464436411857605
90,43.958758612116036,-48.1258102953434,2.521480431314558,0.948,0.5713328123092651
91,38.4776418748228,-47.20203444361687,2.5392170241102576,0.9,0.4673334062099457
92,53.45022838657784,-46.79613991826773,2.4915756669361144,0.96,0.4448896050453186
93,36.49461594738825,-46.5151177495718,2.501482527470216,0.952,0.48733341693878174
94,5.629615237588776,-46.262547969818115,2.5659725521691144,0.862,0.4553338289260864
95,54.806003601973856,-45.482449539005756,2.5910873615648597,0.884,0.2633340060710907
96,40.291133804901406,-46.02002323418856,2.6367323242593557,0.982,0.21066682040691376
97,52.78343892567956,-45.238028928637505,2.622662139357999,0.974,0.4962213635444641
98,68.07055703116147,-46.5089458450675,2.595527970697731,0.978,0.35022252798080444
99,57.25010258349556,-47.13262452185154,2.741863905219361,0.988,0.37377750873565674
100,64.11735985694662,-47.657894499599934,2.7525253610219806,0.966,0.4131109118461609
101,39.92107249973146,-48.52363841235638,2.841708316700533,0.946,0.37355586886405945
102,68.01241923309234,-48.02169018238783,2.8189344599377364,0.952,0.2559998035430908
103,44.06938448029732,-48.993760734796524,2.8462680974043906,0.952,0.3926675319671631
104,27.89595027607888,-48.36428263783455,2.873607077402994,0.934,0.5464432239532471
105,33.82876132713785,-47.56171219795942,2.8787239836528897,0.95,0.41844412684440613
106,57.25665359453999,-47.67796891182661,2.887558369198814,0.986,0.18755561113357544
107,55.79182768868575,-48.77301476895809,2.9250669593457133,0.976,0.39066585898399353
108,46.02760193031306,-48.56067707389593,2.901606642641127,0.974,0.529555082321167
109,25.17013805748441,-46.70095735788345,2.747398365987465,0.96,0.4406665861606598
110,51.8658101894455,-45.979787826538086,2.7587860247585922,0.962,0.4613329768180847
111,35.03295209601949,-45.285335689783096,2.6845464759971946,0.966,0.48710986971855164
112,61.96901040472115,-45.96334019303322,2.678880741354078,0.962,0.5479986667633057
113,41.58858657820012,-46.79185623675585,2.740103227319196,0.962,0.41444408893585205
114,63.34448347437593,-48.35706562548876,2.685135617153719,0.952,0.42666757106781006
115,38.347016129302936,-49.92667159438133,2.6487613457720727,0.912,0.4648894667625427
116,33.574143303481534,-48.7473338842392,2.648905764799565,0.91,0.47355490922927856
117,46.15382969557065,-48.16174901276827,2.6833838776219636,0.93,0.5595548152923584
118,34.96905828631388,-48.14929781854153,2.8396151289343834,0.982,0.48422253131866455
119,33.84901537321082,-46.48145941644907,2.759296137141064,0.918,0.4693334400653839
120,21.58953546794262,-44.748350918293,2.6754891846794635,0.928,0.5239993333816528
121,25.018713873440436,-43.57267465442419,2.6064402903430164,0.93,0.4360003173351288
122,46.894703402090926,-41.696403205394745,2.5554739320650697,0.908,0.2746673822402954
123,39.641480415986706,-41.4062812179327,2.548851126804948,0.968,0.2031109482049942
124,60.91905212262286,-41.45208951830864,2.5518901152536273,0.976,0.3242226541042328
