,reward,actor_loss,critic_loss
0,24.174523329672397,-231.0630062695127,9.126774564152583
1,7.11118894839314,-758.7394951581955,3.2417739875381812
2,19.747209994262022,-895.0494626760483,3.6555956942029297
3,17.624959926104538,-914.8097859621048,3.242957624141127
4,15.863281122606136,-969.2204141616821,3.673311047954485
5,13.190012340377887,-997.0561271905899,3.645267185755074
6,8.496367332991671,-1015.7144881486893,3.205367501359433
7,15.717648999056408,-1026.2316863536835,2.9636526703834534
8,8.513700831818557,-1050.4598317146301,2.7661432729801163
9,24.382787230446574,-1040.1602528095245,2.949829738587141
10,7.680842252019792,-1018.3470574617386,3.095438929507509
11,12.545716005890245,-1018.7723532915115,3.382077098824084
12,10.670951636671859,-1012.2327456474304,3.090107701718807
13,13.705463638152237,-1013.8333483934402,3.016169680049643
14,19.512496565466062,-1038.912011384964,3.4673408451490104
15,10.360773636039504,-1062.5957107543945,3.1267605067696422
16,8.346878937554516,-1054.1334220170975,3.665608227951452
17,6.95689248043269,-1027.0414465665817,3.5373676349408925
18,16.66456524105857,-1010.4517260789871,3.5376525402534753
19,12.756499081855221,-1034.297754406929,3.3601998270023614
20,4.904621803434007,-1029.318249821663,3.3406662717461586
21,2.8655800101617914,-986.0844930410385,2.922174433711916
22,13.82431458180269,-952.5028676986694,2.7883144207298756
23,14.87625103361378,-985.8556739091873,2.722351875388995
24,8.173177858999882,-1027.4556394815445,2.7821138547733426
25,14.606333259649418,-1009.9640146493912,2.7980013235937804
26,4.908572427270078,-1010.8758170604706,3.1878630166174844
27,17.993454469486775,-1010.7104995250702,3.4744361229240894
28,11.014999366417209,-993.2437629699707,3.454284687060863
29,10.22180822757824,-987.9857590198517,3.5190159864723682
30,21.297381360068194,-1005.8441466093063,3.3676694005262107
31,10.028953235690414,-1019.69393658638,3.1370923770591617
32,11.666500688299326,-1007.3806947469711,3.1779666072688997
33,6.50985705515505,-1013.0484161376953,3.4677708209492266
34,15.791818840135251,-1040.5864454507828,3.5514071113429964
35,7.386042445949579,-1010.2111358642578,3.7477248767390847
36,14.12750445108351,-998.7852021455765,3.604901331011206
37,6.368572069053502,-1013.4820199012756,3.3077014819718897
38,24.54512600980865,-1007.1666598320007,3.4293095828033984
39,20.598652550276064,-1033.0420105457306,3.902203920064494
40,6.686810129770031,-1021.3424714803696,3.0218133595772088
41,10.6726613980131,-987.5159331560135,2.8911655580159277
42,20.18216860736693,-996.490104675293,3.3401266396977007
43,11.56623763768241,-1004.0042344331741,2.975298802834004
44,17.355107555700886,-1032.3771880865097,3.1175442351959646
45,7.827618978133263,-1030.5367203950882,2.5551083334721625
46,12.824385709174743,-987.4210072755814,2.6443875646218657
47,8.64626580933944,-1006.5209389925003,2.7658728731330484
48,3.5686227654603404,-1018.1328045129776,2.8098037710879
49,13.575747032080542,-1024.9386901855469,3.0290652089752257
50,6.95052720917997,11.6513687283732,1.0442118852515705
51,12.738048979163224,-38.793469925411046,0.5988644705503248
52,5.315995617563321,-29.383349081501365,0.5025984458916355
53,19.765324693834067,-31.45962965860963,0.4749092975689564
54,7.839449392738567,-49.87596654333174,0.6537279030017089
55,17.578840920007586,-44.56729043740779,0.7492261012666859
